work_id,composer,title,detail,was,now
589795,"Saldarelli, Vincenzo",Introduzione ed Elegia,"Chamber Music: guitar, violin (or flute)",Guitar and Flute,Guitar and Violin
590067,"Sandbrink, Ab",So that,"Chamber Music: violin (or flute), viola (or clarinet), violoncello (or bassoon), guitar",Guitar and Voice,Quartet
590259,"Santórsola, Guido",Díptico,"Chamber Music: guitar, viola (or violin)",Guitar and Violin,Guitar and Viola
590463,"Sasaki, Tadashi",Two Japanese Songs,"Chamber Music: guitar, violin (or flute)",Guitar and Flute,Guitar and Violin
590476,"Satke, Wilfried",...gently sweeps,Solo: guitar (or electric guitar),Electric Guitar,Solo
590631,"Sauter, Louis","Duo pour flûte à bec et guitare, Op.2 (Sauter, Louis)","recorder (or flute), guitar",Guitar and Flute,Guitar and Recorder
591020,"Schickele, Peter",Windows,"Chamber Music: guitar, viola (or flute or clarinet)",Guitar and Flute,Guitar and Viola
591062,"Schillings, Günter M.",Fandango für H.,"Chamber Music: flute (or soprano saxophone), guitar",Guitar and Voice,Guitar and Flute
591634,"Schultz, Leonard","Melodies of the Singers of the Alps (Schultz, Leonard)","2 guitars (or guitar, piano)",Guitar and Piano,Duo
591797,"Schuttenhelm, Thomas",Six Moments Musicaux,"Chamber Music: clarinet (or viola), guitar",Guitar and Viola,Guitar and Clarinet
592449,"Sexton, Brian",Serenade for Violin and Guitar,"Chamber Music: guitar, violin (or flute, oboe, clarinet)",Quartet,Guitar and Violin
592672,"Shepard, Craig",David,Solo: guitar (or bass guitar or harp),Bass Guitar,Solo
592693,"Sherman, Kim",The Vision,"Chamber Music: cor anglais (or flute), guitar",Guitar and Flute,Duo
593103,"Silvestre, Lourival",Chorô d’Ajuda,"Chamber Music: flute, clarinet, guitar (or guitar, violin (2))",Quartet,Trio
593128,"Simaku, Thomas",Albanian Folk Song 'Moj a Bukara Moré',"Chamber Music: guitar, violin (or violoncello, or violin and violoncello)",Trio,Guitar and Violin
593147,"Simon, Charles","3 Airs Variés pour la Guitare avec Accompagnement d'Alto ou Violon, Op.5 (Simon, Charles)","guitar, viola (or violin)",Guitar and Violin,Guitar and Viola
593611,"Smith Brindle, Reginald",Falcon Flight,"Chamber Music: alto recorder (or flute), guitar",Guitar and Flute,Guitar and Recorder
594030,"Soldier, Dave",Sontag in Sarajevo,"Chamber Music: accordion, guitar (or any chordal instrument, including keyboard), violin (or clarinet), violoncello (or double bass)",Chamber Music,Quartet
594109,"Solomons, David",Bell Dance,"Chamber Music: alto recorder (or clarinet), guitar",Guitar and Clarinet,Guitar and Recorder
594354,"Sor, Fernando","Menuet et petit Allegro (Sor, Fernando)",guitar (or lyre),Other,Solo
594365,"Sor, Fernando","Thema varié (Sor, Fernando)",guitar (or lyre),Other,Solo
594821,"Staffini, Matteo",Sonatina mediterranea,"Chamber Music: guitar, violin (or flute)",Guitar and Flute,Guitar and Violin
594841,"Stahl, William C.","Dainty Dame (Stahl, William C.)","mandolin (or violin), guitar",Guitar and Violin,Guitar and Mandolin
594847,"Stahl, William C.","Merry Gossip (Stahl, William C.)","mandolin (or violin), guitar",Guitar and Violin,Guitar and Mandolin
594858,"Stahl, William C.","United Nation (Stahl, William C.)","mandolin (or violin), guitar",Guitar and Violin,Guitar and Mandolin
594874,"Stahmer, Klaus Hinrich",Sokkon,"Chamber Music: shakuhachi (or bass flute), bass koto (or guitar)",Guitar and Flute,Guitar and Voice
595088,"Steibelt, Daniel","Rondo favorit for Violin or Flute and Guitar (Steibelt, Daniel)","violin (or flute), guitar",Guitar and Flute,Guitar and Violin
595276,"Stiegler, Robert",Invention,"Chamber Music: alto recorder (or flute or violin), guitar",Guitar and Flute,Guitar and Recorder
595312,"Stingl, Anton",Adventsmusik,"Chamber Music: flute, oboe, guitar (or lute), viola, viola da gamba",Plucked Instruments,Chamber Music
595353,"Stingl, Anton",Stücke für Altblockflöte (oder Querflöte) und Gitarre,"Chamber Music: alto recorder (or flute), guitar",Guitar and Flute,Guitar and Recorder
595637,"Strootman, Aart",Tenebrae,"Chamber Music: percussion, piano, guitar (or lute), violin, violoncello",Plucked Instruments,Chamber Music
595805,"Sumera, Lepo",Boris Björn Baggerile ja tema sobrale,"Chamber Music: guitar, violoncello (or bassoon or viola)",Guitar and Voice,Guitar and Cello
595809,"Sumera, Lepo",Quasi improvisata II,"Chamber Music: piano (or harpsichord or organ or synthesizer), guitar (or electric guitar or 12-stringed guitar)",Guitar with Electronics,Guitar and Piano
596320,"Sánchez Benimeli, Mariángeles",Der in unsere Zeit zurückgekehrte Troubadour,"Chamber Music: alto saxophone (or flute), guitar",Guitar and Flute,Guitar and Saxophone
596922,"Tamás, János",Bühnenmusik zu Shakespeares 'Wintermärchen',"Incidental and Film: guitar, violoncello (or flute, oboe, viola)",Quartet,Guitar and Cello
597526,"Thomas, Alan",Ringtone Rhapsody,"Chamber Music: clarinet (or flute or viola or violoncello), guitar",Guitar and Flute,Guitar and Clarinet
598367,"Trbojevic, Jovanka",The Ashvameda horse,Guitar with Fixed Media: electric guitar - tape (or electric guitar solo or tape solo),Electric Guitar,Guitar with Electronics
599447,"Uren, Andrew",Sonatina,"Chamber Music: recorder, guitar (or piano)",Guitar and Piano,Guitar and Recorder
599489,"Uyttenhove, Yolande",Le beau Duneau,"Chamber Music: flute (or violin), guitar (or piano)",Guitar and Piano,Guitar and Flute
599710,"Van de Vate, Nancy",A Quiet Piece,"Chamber Music: cor anglais, guitar (or piano)",Guitar and Piano,Duo
599835,"Varelas, Dmitry",Bossa,"Chamber Music: clarinet (or flute or violin), guitar",Guitar and Flute,Guitar and Clarinet
599859,Various,The Crescendo (Various),"banjo (or mandolin, guitar, harp, etc.)",Quartet,Plucked Instruments
599940,"Vassiliev, Konstantin",Hermitage,"Chamber Music: mandolin (or flute), guitar",Guitar and Flute,Guitar and Mandolin
599998,"Vees, Jack",Colorized Chaplin,"Chamber Music: electric guitar, amplified harpsichord (or synthesizer)",Guitar with Electronics,Guitar and Piano
601411,"Walker, Timothy",African Light Suite,Quartet: guitar quartet (or guitar trio or guitar duo),Duo,Quartet
602048,"Weigl, Vally",Solo for Saturday Night Guitar,"Chamber Music: flute (or violin), guitar (or piano)",Guitar and Piano,Guitar and Flute
602130,"Weiss, Ferdinand",Preambolo nebuloso - Blues-like,"Chamber Music: recorder, guitar (or piano)",Guitar and Piano,Guitar and Recorder
602135,"Weiss, Ferdinand",Sonatine,"Chamber Music: recorder (or flute), guitar",Guitar and Flute,Guitar and Recorder
602264,"Werdin, Eberhard",Heiteres Spiel,"Chamber Music: mandolin (or violin), guitar",Guitar and Violin,Guitar and Mandolin
602291,"Werner, Jean-Jacques",Points de Suspension...,"Chamber Music: alto recorder (or flute), guitar",Guitar and Flute,Guitar and Recorder
602402,"Westerlinck, Wilfried",Due danze,"Chamber Music: guitar, violoncello (or flute or violin)",Guitar and Flute,Guitar and Cello
602455,"Whettam, Graham",Serenade for Viola and Guitar,"Chamber Music: viola (or alto flute, cor anglais, or clarinet), guitar",Quartet,Guitar and Viola
602831,"Willis, Rex",Pavane Pastorale,"Duo: guitar (2) (or flute (or violin), guitar)",Guitar and Flute,Duo
602862,"Wilson, Dana",Breathing the Water,"Chamber Music: flute (or soprano saxophone), guitar",Guitar and Voice,Guitar and Flute
602913,"Wilwerth, Patrick",A visit to Ireland,"Chamber Music: organ (or piano), guitar",Guitar and Piano,Duo
603629,"Yang, Ji Sun",Sculpting a minuet,"Chamber Music: flute, guitar (or recorder, theorbo)",Trio,Guitar and Flute
604191,"Zapf, Helmut",...wenn der Winter kommt...,"Chamber Music: guitar, violin (or flute)",Guitar and Flute,Guitar and Violin
604266,"Zbinden, Julien-François",Quatre Miniatures,"Chamber Music: flute, guitar (or piano or harp)",Guitar and Piano,Guitar and Flute
604529,"Zintl, Frank","Short Little 'Song without Words' (Zintl, Frank)","flute, harp (or guitar, or piano)",Trio,Guitar and Flute
604575,"Zohn, Andrew",Humoresque and Dance,"Chamber Music: flute (or clarinet, soprano saxophone, violin), guitar",Guitar and Voice,Guitar and Flute
604887,"Šimai, Pavol",Vexations,"Solo: guitar (or violoncello, or vibraphone)",Guitar and Cello,Solo
