imslp_title,composer_name,work_title,source_category,instrumentation_category,alternate_instrumentations,url,arrangement_count,arrangers
"3 Guitar Sonatas, Op.21 (Carulli, Ferdinando)","Carulli, Ferdinando","3 Guitar Sonatas, Op.21","For guitar, piano (arr)",Guitar and Piano,,https://imslp.org/wiki/3_Guitar_Sonatas%2C_Op.21_%28Carulli%2C_Ferdinando%29,0,
"3 Gymnopédies (Satie, Erik)","Satie, Erik",3 Gymnopédies,For guitar (arr),Solo,Quartet,https://imslp.org/wiki/3_Gymnop%C3%A9dies_%28Satie%2C_Erik%29,2,4 Jacquot | Miehling
"3 Intermezzi, Op.117 (Brahms, Johannes)","Brahms, Johannes","3 Intermezzi, Op.117",For guitar (arr),Solo,,https://imslp.org/wiki/3_Intermezzi%2C_Op.117_%28Brahms%2C_Johannes%29,1,Doidge
"3 Kleine Stücke, Op.1 (Pester, Alfred)","Pester, Alfred","3 Kleine Stücke, Op.1",For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_Kleine_St%C3%BCcke%2C_Op.1_%28Pester%2C_Alfred%29,1,3 Höger
"3 Lieder, Op.213 (Abt, Franz)","Abt, Franz","3 Lieder, Op.213",For guitar (arr),Solo,,https://imslp.org/wiki/3_Lieder%2C_Op.213_%28Abt%2C_Franz%29,1,Janon
"3 Marches, K.408 (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus","3 Marches, K.408",For guitar (arr),Solo,,https://imslp.org/wiki/3_Marches%2C_K.408_%28Mozart%2C_Wolfgang_Amadeus%29,1,Chakravorty
"3 Minuets, BWV 841-843 (Bach, Johann Sebastian)","Bach, Johann Sebastian","3 Minuets, BWV 841-843",For guitar (arr),Solo,,https://imslp.org/wiki/3_Minuets%2C_BWV_841-843_%28Bach%2C_Johann_Sebastian%29,1,Alink
"3 Nocturnes, Op.4 (Mertz, Johann Kaspar)","Mertz, Johann Kaspar","3 Nocturnes, Op.4",For guitar (arr),Solo,,https://imslp.org/wiki/3_Nocturnes%2C_Op.4_%28Mertz%2C_Johann_Kaspar%29,0,
"3 Orgelstücke, Op.4 (Armbrust, Georg)","Armbrust, Georg","3 Orgelstücke, Op.4",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/3_Orgelst%C3%BCcke%2C_Op.4_%28Armbrust%2C_Georg%29,1,4 Höger
"3 Petites pièces montées (Satie, Erik)","Satie, Erik",3 Petites pièces montées,For 2 guitars (arr),Duo,,https://imslp.org/wiki/3_Petites_pi%C3%A8ces_mont%C3%A9es_%28Satie%2C_Erik%29,1,2 Goldau
"3 Pieces, Op.27 (Foerster, Adolph Martin)","Foerster, Adolph Martin","3 Pieces, Op.27",For 2 guitars (arr),Duo,,https://imslp.org/wiki/3_Pieces%2C_Op.27_%28Foerster%2C_Adolph_Martin%29,1,2 Höger
"3 Polkas poétiques, Op.8 (Smetana, Bedřich)","Smetana, Bedřich","3 Polkas poétiques, Op.8",For guitar (arr),Solo,,https://imslp.org/wiki/3_Polkas_po%C3%A9tiques%2C_Op.8_%28Smetana%2C_Bed%C5%99ich%29,1,Apke
"3 Sonatas for 2 Cellos, Op.103 (Dotzauer, Friedrich)","Dotzauer, Friedrich","3 Sonatas for 2 Cellos, Op.103",For 2 guitars (arr),Duo,,https://imslp.org/wiki/3_Sonatas_for_2_Cellos%2C_Op.103_%28Dotzauer%2C_Friedrich%29,1,2 Höger
"3 Sonatas for 3 Flutes (Scherer, Johann)","Scherer, Johann",3 Sonatas for 3 Flutes,For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_Sonatas_for_3_Flutes_%28Scherer%2C_Johann%29,1,3 Höger
"3 Sonatas for Viola da Gamba and Harpsichord, BWV 1027-1029 (Bach, Johann Sebastian)","Bach, Johann Sebastian","3 Sonatas for Viola da Gamba and Harpsichord, BWV 1027-1029",For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_Sonatas_for_Viola_da_Gamba_and_Harpsichord%2C_BWV_1027-1029_%28Bach%2C_Johann_Sebastian%29,1,3 Molnár
"3 Sonatinas, Op.92 (Lachner, Ignaz)","Lachner, Ignaz","3 Sonatinas, Op.92",For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_Sonatinas%2C_Op.92_%28Lachner%2C_Ignaz%29,1,3 Höger
"3 Songs (Hensel, Fanny)","Hensel, Fanny",3 Songs,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/3_Songs_%28Hensel%2C_Fanny%29,0,
"3 String Trios, Op.13 (Crémont, Pierre)","Crémont, Pierre","3 String Trios, Op.13",For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_String_Trios%2C_Op.13_%28Cr%C3%A9mont%2C_Pierre%29,1,3 Höger
"3 Suites for Solo Cello, Op.131c (Reger, Max)","Reger, Max","3 Suites for Solo Cello, Op.131c",For guitar (arr),Solo,,https://imslp.org/wiki/3_Suites_for_Solo_Cello%2C_Op.131c_%28Reger%2C_Max%29,3,L. Young | Grayson | Manger
"3 Suites for Solo Viola, Op.131d (Reger, Max)","Reger, Max","3 Suites for Solo Viola, Op.131d",For guitar (arr),Solo,,https://imslp.org/wiki/3_Suites_for_Solo_Viola%2C_Op.131d_%28Reger%2C_Max%29,1,Manger
"3 Trios, Op.79 (Wichtl, Georg)","Wichtl, Georg","3 Trios, Op.79",For 3 guitars (arr),Trio,,https://imslp.org/wiki/3_Trios%2C_Op.79_%28Wichtl%2C_Georg%29,1,3 Höger
"3 Two-Part Pieces for Viols (Jenkins, John)","Jenkins, John",3 Two-Part Pieces for Viols,For guitar (arr),Solo,,https://imslp.org/wiki/3_Two-Part_Pieces_for_Viols_%28Jenkins%2C_John%29,1,Grayson
"3 Valses distinguées du précieux dégoûté (Satie, Erik)","Satie, Erik",3 Valses distinguées du précieux dégoûté,For 2 guitars (arr),Duo,,https://imslp.org/wiki/3_Valses_distingu%C3%A9es_du_pr%C3%A9cieux_d%C3%A9go%C3%BBt%C3%A9_%28Satie%2C_Erik%29,1,2 Goldau
"30 Fughettas (Förster, Emanuel Aloys)","Förster, Emanuel Aloys",30 Fughettas,For 2 guitars (arr),Duo,,https://imslp.org/wiki/30_Fughettas_%28F%C3%B6rster%2C_Emanuel_Aloys%29,1,2 Höger
"36 Fantaisies pour le clavessin, TWV 33:1-36 (Telemann, Georg Philipp)","Telemann, Georg Philipp","36 Fantaisies pour le clavessin, TWV 33:1-36",For guitar (arr),Solo,,https://imslp.org/wiki/36_Fantaisies_pour_le_clavessin%2C_TWV_33%3A1-36_%28Telemann%2C_Georg_Philipp%29,1,Apke
"36 Originaltänze, D.365 (Schubert, Franz)","Schubert, Franz","36 Originaltänze, D.365",For guitar (arr),Solo,,https://imslp.org/wiki/36_Originalt%C3%A4nze%2C_D.365_%28Schubert%2C_Franz%29,1,Apke
"37 Minuets, HWV A15 (Handel, George Frideric)","Handel, George Frideric","37 Minuets, HWV A15",For 2 guitars (arr),Duo,,https://imslp.org/wiki/37_Minuets%2C_HWV_A15_%28Handel%2C_George_Frideric%29,1,2 Höger
"4 Divertissemens de Haydn (Fossa, François de)","Fossa, François de",4 Divertissemens de Haydn,For guitar (arr),Solo,,https://imslp.org/wiki/4_Divertissemens_de_Haydn_%28Fossa%2C_Fran%C3%A7ois_de%29,0,
"4 Fugues, Op.72 (Schumann, Robert)","Schumann, Robert","4 Fugues, Op.72",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/4_Fugues%2C_Op.72_%28Schumann%2C_Robert%29,1,4 Papasyuzo
"4 Gesänge, Op.74 (Taubert, Wilhelm)","Taubert, Wilhelm","4 Gesänge, Op.74","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/4_Ges%C3%A4nge%2C_Op.74_%28Taubert%2C_Wilhelm%29,0,
"4 Impromptus, D.935 (Schubert, Franz)","Schubert, Franz","4 Impromptus, D.935",For guitar (arr),Solo,,https://imslp.org/wiki/4_Impromptus%2C_D.935_%28Schubert%2C_Franz%29,2,Apke | Mourey
"4 Inventionen für Orgel (Gerber, Heinrich Nikolaus)","Gerber, Heinrich Nikolaus",4 Inventionen für Orgel,For 3 guitars (arr),Trio,,https://imslp.org/wiki/4_Inventionen_f%C3%BCr_Orgel_%28Gerber%2C_Heinrich_Nikolaus%29,1,3 Höger
"4 Kleine Charakterstücke, Op.41 (Döring, Karl Heinrich)","Döring, Karl Heinrich","4 Kleine Charakterstücke, Op.41",For 2 guitars (arr),Duo,,https://imslp.org/wiki/4_Kleine_Charakterst%C3%BCcke%2C_Op.41_%28D%C3%B6ring%2C_Karl_Heinrich%29,1,2 Höger
"4 Mazurkas, Op.5 (Schulhoff, Julius)","Schulhoff, Julius","4 Mazurkas, Op.5",For guitar (arr),Solo,,https://imslp.org/wiki/4_Mazurkas%2C_Op.5_%28Schulhoff%2C_Julius%29,1,Gardana
"4 Melodies, Op.24 (Svendsen, Johan)","Svendsen, Johan","4 Melodies, Op.24","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/4_Melodies%2C_Op.24_%28Svendsen%2C_Johan%29,0,
"4 Nachtstücke, Op.23 (Schumann, Robert)","Schumann, Robert","4 Nachtstücke, Op.23",For guitar (arr),Solo,,https://imslp.org/wiki/4_Nachtst%C3%BCcke%2C_Op.23_%28Schumann%2C_Robert%29,2,Fortea | Rodríguez Arenas
"4 Pequeñas fugas para los principiantes (Ponce, Manuel)","Ponce, Manuel",4 Pequeñas fugas para los principiantes,For guitar (arr),Solo,,https://imslp.org/wiki/4_Peque%C3%B1as_fugas_para_los_principiantes_%28Ponce%2C_Manuel%29,1,Orduña
"4 Pieces for Anna Magdalena Bach, H.1 (Bach, Carl Philipp Emanuel)","Bach, Carl Philipp Emanuel","4 Pieces for Anna Magdalena Bach, H.1",For guitar (arr),Solo,Duo,https://imslp.org/wiki/4_Pieces_for_Anna_Magdalena_Bach%2C_H.1_%28Bach%2C_Carl_Philipp_Emanuel%29,3,León Egea | 2 Goldau | 2 Höger
"4 Sange, Op.20 (Kjerulf, Halfdan)","Kjerulf, Halfdan","4 Sange, Op.20","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/4_Sange%2C_Op.20_%28Kjerulf%2C_Halfdan%29,0,
"4 Sonatas for Solo Violin, Op.42 (Reger, Max)","Reger, Max","4 Sonatas for Solo Violin, Op.42",For guitar (arr),Solo,,https://imslp.org/wiki/4_Sonatas_for_Solo_Violin%2C_Op.42_%28Reger%2C_Max%29,2,L. Young | Manger
"4 canzoni alla francese (Macque, Giovanni de)","Macque, Giovanni de",4 canzoni alla francese,For 2 guitars (arr),Duo,,https://imslp.org/wiki/4_canzoni_alla_francese_%28Macque%2C_Giovanni_de%29,1,2 Höger
"44 Duos for 2 Violins, Sz.98 (Bartók, Béla)","Bartók, Béla","44 Duos for 2 Violins, Sz.98",For 2 guitars (arr),Duo,,https://imslp.org/wiki/44_Duos_for_2_Violins%2C_Sz.98_%28Bart%C3%B3k%2C_B%C3%A9la%29,1,2 Goldau
"5 Canciones mexicanas para guitarra (Ponce, Manuel)","Ponce, Manuel",5 Canciones mexicanas para guitarra,For guitar (arr),Solo,,https://imslp.org/wiki/5_Canciones_mexicanas_para_guitarra_%28Ponce%2C_Manuel%29,0,
"5 Contre danses de Rossini et 2 Valses favorites (Fossa, François de)","Fossa, François de",5 Contre danses de Rossini et 2 Valses favorites,For guitar (arr),Solo,,https://imslp.org/wiki/5_Contre_danses_de_Rossini_et_2_Valses_favorites_%28Fossa%2C_Fran%C3%A7ois_de%29,0,
"5 Divertimentos, K.Anh.229/439b (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus","5 Divertimentos, K.Anh.229/439b",For 3 guitars (arr),Trio,,https://imslp.org/wiki/5_Divertimentos%2C_K.Anh.229/439b_%28Mozart%2C_Wolfgang_Amadeus%29,1,3 Höger
"5 Lieder, Op.40 (Schumann, Robert)","Schumann, Robert","5 Lieder, Op.40","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/5_Lieder%2C_Op.40_%28Schumann%2C_Robert%29,0,
"5 Lieder, Op.49 (Brahms, Johannes)","Brahms, Johannes","5 Lieder, Op.49",For guitar (arr),Solo,,https://imslp.org/wiki/5_Lieder%2C_Op.49_%28Brahms%2C_Johannes%29,1,Depolo
"5 Lieder, Op.84 (Hummel, Johann Nepomuk)","Hummel, Johann Nepomuk","5 Lieder, Op.84","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/5_Lieder%2C_Op.84_%28Hummel%2C_Johann_Nepomuk%29,0,
"5 Nocturnes (Satie, Erik)","Satie, Erik",5 Nocturnes,For 2 guitars (arr),Duo,,https://imslp.org/wiki/5_Nocturnes_%28Satie%2C_Erik%29,1,2 Goldau
"5 Pieces (Bach, Wilhelm Friedemann)","Bach, Wilhelm Friedemann",5 Pieces,For guitar (arr),Solo,,https://imslp.org/wiki/5_Pieces_%28Bach%2C_Wilhelm_Friedemann%29,0,
"5 Pieces for Piano, Op.75 (Sibelius, Jean)","Sibelius, Jean","5 Pieces for Piano, Op.75",For guitar (arr),Solo,,https://imslp.org/wiki/5_Pieces_for_Piano%2C_Op.75_%28Sibelius%2C_Jean%29,1,Hokin
"5 Pièces brèves, Op.95 (Moszkowski, Moritz)","Moszkowski, Moritz","5 Pièces brèves, Op.95",For 2 guitars (arr),Duo,,https://imslp.org/wiki/5_Pi%C3%A8ces_br%C3%A8ves%2C_Op.95_%28Moszkowski%2C_Moritz%29,1,2 Höger
"5 Pièces de Clavecin (Couperin, François)","Couperin, François",5 Pièces de Clavecin,For 2 guitars (arr),Duo,,https://imslp.org/wiki/5_Pi%C3%A8ces_de_Clavecin_%28Couperin%2C_Fran%C3%A7ois%29,1,2 Marieh
"5 Spanish Dances, Op.12 (Moszkowski, Moritz)","Moszkowski, Moritz","5 Spanish Dances, Op.12",For guitar (arr),Solo,,https://imslp.org/wiki/5_Spanish_Dances%2C_Op.12_%28Moszkowski%2C_Moritz%29,1,Bane
"51 Galliards, Pavans, Branles and Basse Dances (Attaingnant, Pierre)","Attaingnant, Pierre","51 Galliards, Pavans, Branles and Basse Dances",For guitar (arr),Solo,,https://imslp.org/wiki/51_Galliards%2C_Pavans%2C_Branles_and_Basse_Dances_%28Attaingnant%2C_Pierre%29,1,Apke
"54 Kleine melodische Etüden für Anfänger, Op.187 (Gurlitt, Cornelius)","Gurlitt, Cornelius","54 Kleine melodische Etüden für Anfänger, Op.187",For 2 guitars (arr),Duo,,https://imslp.org/wiki/54_Kleine_melodische_Et%C3%BCden_f%C3%BCr_Anf%C3%A4nger%2C_Op.187_%28Gurlitt%2C_Cornelius%29,1,2 Marieh
"6 Ariette (Marchesi, Luigi Lodovico)","Marchesi, Luigi Lodovico",6 Ariette,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Ariette_%28Marchesi%2C_Luigi_Lodovico%29,0,
"6 Bagatelles, Op.126 (Beethoven, Ludwig van)","Beethoven, Ludwig van","6 Bagatelles, Op.126",For guitar (arr),Solo,,https://imslp.org/wiki/6_Bagatelles%2C_Op.126_%28Beethoven%2C_Ludwig_van%29,1,Apke
"6 Brilliant and Easy Pieces (De Anguera, J.)","De Anguera, J.",6 Brilliant and Easy Pieces,For guitar (arr),Solo,,https://imslp.org/wiki/6_Brilliant_and_Easy_Pieces_%28De_Anguera%2C_J.%29,0,
"6 Canonic Sonatas, TWV 40:118-123 (Telemann, Georg Philipp)","Telemann, Georg Philipp","6 Canonic Sonatas, TWV 40:118-123",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Canonic_Sonatas%2C_TWV_40%3A118-123_%28Telemann%2C_Georg_Philipp%29,1,2 Höger
"6 Canzonen (Banchieri, Adriano)","Banchieri, Adriano",6 Canzonen,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Canzonen_%28Banchieri%2C_Adriano%29,0,
"6 Canzonen (Bonelli, Aurelio)","Bonelli, Aurelio",6 Canzonen,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Canzonen_%28Bonelli%2C_Aurelio%29,0,
"6 Cappriccii (Reutter der Ältere, Georg)","Reutter der Ältere, Georg",6 Cappriccii,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/6_Cappriccii_%28Reutter_der_%C3%84ltere%2C_Georg%29,1,4 Höger
"6 Colascioncino Sonatas (Colla, Domenico)","Colla, Domenico",6 Colascioncino Sonatas,For guitar (arr),Solo,,https://imslp.org/wiki/6_Colascioncino_Sonatas_%28Colla%2C_Domenico%29,1,Burghausen
"6 Danses pour le pianoforte (Weyrauch, Sophie Auguste von)","Weyrauch, Sophie Auguste von",6 Danses pour le pianoforte,For guitar (arr),Solo,,https://imslp.org/wiki/6_Danses_pour_le_pianoforte_%28Weyrauch%2C_Sophie_Auguste_von%29,1,Smirnow
"6 Deutsche Lieder, Op.37 (Spohr, Louis)","Spohr, Louis","6 Deutsche Lieder, Op.37","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Deutsche_Lieder%2C_Op.37_%28Spohr%2C_Louis%29,0,
"6 Duets for 2 Flutes, QV 3:2 (Quantz, Johann Joachim)","Quantz, Johann Joachim","6 Duets for 2 Flutes, QV 3:2",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duets_for_2_Flutes%2C_QV_3%3A2_%28Quantz%2C_Johann_Joachim%29,1,2 Höger
"6 Duets for Violin and Cello (Albrechtsberger, Johann Georg)","Albrechtsberger, Johann Georg",6 Duets for Violin and Cello,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duets_for_Violin_and_Cello_%28Albrechtsberger%2C_Johann_Georg%29,1,2 Höger
"6 Duets, Op.2 (Blake, Benjamin)","Blake, Benjamin","6 Duets, Op.2",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duets%2C_Op.2_%28Blake%2C_Benjamin%29,1,2 Höger
"6 Duos faciles, Op.22 (Müller, Georg Gottfried)","Müller, Georg Gottfried","6 Duos faciles, Op.22",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duos_faciles%2C_Op.22_%28M%C3%BCller%2C_Georg_Gottfried%29,1,2 Höger
"6 Duos for 2 Cellos, Op.156 (Kummer, Friedrich August)","Kummer, Friedrich August","6 Duos for 2 Cellos, Op.156",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duos_for_2_Cellos%2C_Op.156_%28Kummer%2C_Friedrich_August%29,1,2 Höger
"6 Duos for 2 Violas (Rolla, Alessandro)","Rolla, Alessandro",6 Duos for 2 Violas,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duos_for_2_Violas_%28Rolla%2C_Alessandro%29,1,2 Höger
"6 Duos, Op.18 (Stamitz, Carl Philipp)","Stamitz, Carl Philipp","6 Duos, Op.18",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Duos%2C_Op.18_%28Stamitz%2C_Carl_Philipp%29,1,2 Höger
"6 Englische National-Lieder (Kreye, Carl)","Kreye, Carl",6 Englische National-Lieder,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Englische_National-Lieder_%28Kreye%2C_Carl%29,0,
"6 Fantasyen (Noordt, Anthoni van)","Noordt, Anthoni van",6 Fantasyen,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/6_Fantasyen_%28Noordt%2C_Anthoni_van%29,1,4 Höger
"6 Flute Duets (Besozzi, Alessandro)","Besozzi, Alessandro",6 Flute Duets,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Flute_Duets_%28Besozzi%2C_Alessandro%29,1,2 Höger
"6 Flute Quartets, Op.2b (Zielche, Hans Hinrich)","Zielche, Hans Hinrich","6 Flute Quartets, Op.2b",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/6_Flute_Quartets%2C_Op.2b_%28Zielche%2C_Hans_Hinrich%29,1,4 Höger
"6 Fugues (Kellner, Johann Christoph)","Kellner, Johann Christoph",6 Fugues,For 2 guitars (arr),Duo,Trio,https://imslp.org/wiki/6_Fugues_%28Kellner%2C_Johann_Christoph%29,2,2 Höger | 3 Höger
"6 Fugues, Op.16 (Albrechtsberger, Johann Georg)","Albrechtsberger, Johann Georg","6 Fugues, Op.16",For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_Fugues%2C_Op.16_%28Albrechtsberger%2C_Johann_Georg%29,1,3 Höger
"6 German Dances, D.820 (Schubert, Franz)","Schubert, Franz","6 German Dances, D.820",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_German_Dances%2C_D.820_%28Schubert%2C_Franz%29,1,2 Höger
"6 Grand Duos for 2 Cellos, Op.9 (Liégeois, Cornélis)","Liégeois, Cornélis","6 Grand Duos for 2 Cellos, Op.9",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Grand_Duos_for_2_Cellos%2C_Op.9_%28Li%C3%A9geois%2C_Corn%C3%A9lis%29,1,2 Höger
"6 Harpsichord Sonatas (Turrini, Ferdinando Gasparo)","Turrini, Ferdinando Gasparo",6 Harpsichord Sonatas,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Harpsichord_Sonatas_%28Turrini%2C_Ferdinando_Gasparo%29,1,2 Höger
"6 Kinderstücke, Op.72 (Mendelssohn, Felix)","Mendelssohn, Felix","6 Kinderstücke, Op.72",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Kinderst%C3%BCcke%2C_Op.72_%28Mendelssohn%2C_Felix%29,1,2 Höger
"6 Klavierstücke, Op.15 (Moszkowski, Moritz)","Moszkowski, Moritz","6 Klavierstücke, Op.15",For guitar (arr),Solo,,https://imslp.org/wiki/6_Klavierst%C3%BCcke%2C_Op.15_%28Moszkowski%2C_Moritz%29,2,Foden | Santisteban
"6 Lieder von Uhland, Op.23 (Kreutzer, Conradin)","Kreutzer, Conradin","6 Lieder von Uhland, Op.23",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Lieder_von_Uhland%2C_Op.23_%28Kreutzer%2C_Conradin%29,1,2 Scherrer
"6 Lieder, Op.54 (Abt, Franz)","Abt, Franz","6 Lieder, Op.54","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Lieder%2C_Op.54_%28Abt%2C_Franz%29,0,
"6 Minuets, WoO 10 (Beethoven, Ludwig van)","Beethoven, Ludwig van","6 Minuets, WoO 10",For guitar (arr),Solo,,https://imslp.org/wiki/6_Minuets%2C_WoO_10_%28Beethoven%2C_Ludwig_van%29,3,Apke | Barrios Mangoré | Tárrega
"6 Morceaux, Op.21 (Prudent, Émile)","Prudent, Émile","6 Morceaux, Op.21",For guitar (arr),Solo,,https://imslp.org/wiki/6_Morceaux%2C_Op.21_%28Prudent%2C_%C3%89mile%29,1,Tárrega
"6 Obras (Costa, José)","Costa, José",6 Obras,For guitar (arr),Solo,,https://imslp.org/wiki/6_Obras_%28Costa%2C_Jos%C3%A9%29,0,
"6 Partitas, Op.2 (Falckenhagen, Adam)","Falckenhagen, Adam","6 Partitas, Op.2",For guitar (arr),Solo,,https://imslp.org/wiki/6_Partitas%2C_Op.2_%28Falckenhagen%2C_Adam%29,1,Hokin
"6 Pequeños valses, Op.25 (Albéniz, Isaac)","Albéniz, Isaac","6 Pequeños valses, Op.25",For guitar (arr),Solo,,https://imslp.org/wiki/6_Peque%C3%B1os_valses%2C_Op.25_%28Alb%C3%A9niz%2C_Isaac%29,1,Espinosa-Jiménez
"6 Petits trios faciles et concertants, Op.99 (Dancla, Charles)","Dancla, Charles","6 Petits trios faciles et concertants, Op.99",For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_Petits_trios_faciles_et_concertants%2C_Op.99_%28Dancla%2C_Charles%29,1,3 Höger
"6 Piccoli Pezzi (Scarlatti, Alessandro)","Scarlatti, Alessandro",6 Piccoli Pezzi,For guitar (arr),Solo,,https://imslp.org/wiki/6_Piccoli_Pezzi_%28Scarlatti%2C_Alessandro%29,1,Apke
"6 Pieces on Spanish Folksongs (Granados, Enrique)","Granados, Enrique",6 Pieces on Spanish Folksongs,For guitar (arr),Solo,,https://imslp.org/wiki/6_Pieces_on_Spanish_Folksongs_%28Granados%2C_Enrique%29,1,García Fortea
"6 Preludes and Fugues (Herschel, William)","Herschel, William",6 Preludes and Fugues,For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Preludes_and_Fugues_%28Herschel%2C_William%29,1,2 Höger
"6 Preludes and Fugues, Op.35 (Mendelssohn, Felix)","Mendelssohn, Felix","6 Preludes and Fugues, Op.35",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/6_Preludes_and_Fugues%2C_Op.35_%28Mendelssohn%2C_Felix%29,1,4 Shorter
"6 Sange, Op.3 (Kjerulf, Halfdan)","Kjerulf, Halfdan","6 Sange, Op.3","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Sange%2C_Op.3_%28Kjerulf%2C_Halfdan%29,0,
"6 Schubert'sche Lieder (Schubert, Franz)","Schubert, Franz",6 Schubert'sche Lieder,For guitar (arr),Solo,,https://imslp.org/wiki/6_Schubert%27sche_Lieder_%28Schubert%2C_Franz%29,0,
"6 Sonatas for 2 Cellos and Continuo (Mysliveček, Josef)","Mysliveček, Josef",6 Sonatas for 2 Cellos and Continuo,For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_Sonatas_for_2_Cellos_and_Continuo_%28Myslive%C4%8Dek%2C_Josef%29,1,3 Höger
"6 Sonatas for 2 Recorders (Loeillet, Jean Baptiste)","Loeillet, Jean Baptiste",6 Sonatas for 2 Recorders,For guitar (arr),Solo,,https://imslp.org/wiki/6_Sonatas_for_2_Recorders_%28Loeillet%2C_Jean_Baptiste%29,1,Grayson
"6 Sonatas for 2 Violins, Op.3 (Leclair, Jean-Marie)","Leclair, Jean-Marie","6 Sonatas for 2 Violins, Op.3",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Sonatas_for_2_Violins%2C_Op.3_%28Leclair%2C_Jean-Marie%29,1,2 Höger
"6 Sonatas, TWV 40:101-106 (Telemann, Georg Philipp)","Telemann, Georg Philipp","6 Sonatas, TWV 40:101-106",For 2 guitars (arr),Duo,,https://imslp.org/wiki/6_Sonatas%2C_TWV_40%3A101-106_%28Telemann%2C_Georg_Philipp%29,2,2 Hoeger | 2 Höger
"6 Spanish Songs (Ledesma, Mariano Rodríguez de)","Ledesma, Mariano Rodríguez de",6 Spanish Songs,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/6_Spanish_Songs_%28Ledesma%2C_Mariano_Rodr%C3%ADguez_de%29,0,
"6 String Quartets, G.189-194 (Boccherini, Luigi)","Boccherini, Luigi","6 String Quartets, G.189-194",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/6_String_Quartets%2C_G.189-194_%28Boccherini%2C_Luigi%29,1,4 Grayson
"6 String Trios (Mysliveček, Josef)","Mysliveček, Josef",6 String Trios,For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_String_Trios_%28Myslive%C4%8Dek%2C_Josef%29,1,3 Höger
"6 String Trios, G.83-88 (Op.4) (Boccherini, Luigi)","Boccherini, Luigi","6 String Trios, G.83-88 (Op.4)",For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_String_Trios%2C_G.83-88_%28Op.4%29_%28Boccherini%2C_Luigi%29,1,3 Höger
"6 String Trios, Op.28 (Hoffmeister, Franz Anton)","Hoffmeister, Franz Anton","6 String Trios, Op.28",For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_String_Trios%2C_Op.28_%28Hoffmeister%2C_Franz_Anton%29,1,3 Höger
"6 String Trios, Op.4 (Bruni, Antonio Bartolomeo)","Bruni, Antonio Bartolomeo","6 String Trios, Op.4",For 3 guitars (arr),Trio,,https://imslp.org/wiki/6_String_Trios%2C_Op.4_%28Bruni%2C_Antonio_Bartolomeo%29,1,3 Höger
